,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,author_num,publisher_num
205,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99,eng,323,5029,438,916358700,St. Martin's Paperbacks,1,1
206,Vampire Chronicles: Interview with the Vampire  The Vampire Lestat  The Queen of the Damned (Anne Rice),Anne Rice/Robert O'Keefe/F. Murray Abraham/Michael York/Kate Nelligan/David Purdham,4.27,eng,9,10350,120,695607060,Random House Audio,6,1
207,Desert Flower,Waris Dirie/Cathleen Miller,4.15,eng,240,11981,735,1295049780,William Morrow Paperbacks,2,1
208,The Devil's Teardrop,Jeffery Deaver,4.0,en-US,451,6283,268,946685040,Simon & Schuster,1,1
209,Pies and Tarts,Chuck Williams/Laurie Wertz/John Phillip Carroll,3.82,eng,108,18,2,917136300,Time Life Medical,3,1
210,Maelstrom,Anne McCaffrey/Elizabeth Ann Scarborough,3.88,eng,237,1088,37,1170201660,Del Rey Books,2,1
211,The Changeling,Kate Horsley,3.55,eng,339,301,43,1105488240,Shambhala,1,1
212,Shakespeare After All,Marjorie Garber,4.38,eng,1008,852,62,1106179740,Anchor Books,1,1
213,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,4.14,eng,548,54029,2779,978307560,Signet,1,1
214,The Guardian,Jane Hamilton,3.72,eng,239,83,20,759975120,Thomas Nelson Publishers,1,1
215,Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.83,en-US,227,3318,204,1104537660,Warner Books,1,1
216,Dostoevsky: The Stir of Liberation  1860-1865,Joseph Frank,4.51,eng,416,118,15,569722260,Princeton University Press,1,1
217,Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,eng,604,4,0,1104537840,Longman Publishing Group,2,1
218,Black Widow: The Things They Say About Her,Richard K. Morgan/Bill Sienkiewicz/Sean Phillips,3.47,eng,144,302,33,1136592360,Marvel,3,1
219,Rebirth Volume 5,Kang-Woo Lee/Lauren Na,4.03,eng,184,102,2,1041466320,TokyoPop,2,1
220,Everest: Mountain Without Mercy,Broughton Coburn/David Breashears/Tim Cahill,4.03,eng,256,36,2,1041379440,National Geographic,3,1
221,Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,4.1,eng,208,526,63,947117040,Basic Books,1,1
222,Maigret à New York (Maigret  #27),Georges Simenon,3.55,fre,189,315,15,1010103120,Presses de La Cite,1,1
223,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,eng,671,3920,132,980899680,Penguin Books Australia Ltd.,1,1
224,Black Girl/White Girl,Joyce Carol Oates,3.23,eng,288,2662,290,1137456600,Ecco,1,1
225,Fergus and the Night-Demon,Jim  Murphy/John Manders,3.69,en-US,32,81,18,1137542940,Clarion Books,2,1
226,La toile de Charlotte,E.B. White/Garth Williams/Catherine Chaine,4.17,fre,192,13,0,852077040,l'ecole des loisirs,3,1
227,The Fiery Cross (Outlander  #5),Diana Gabaldon/Janos Farkas,4.27,eng,1443,128901,5294,1107043680,Dell,2,1
228,The Birth of Tragedy,Friedrich Nietzsche/Clifton Fadiman,3.98,eng,92,210,20,788918760,Dover Publications  Inc.,2,1
229,Journey of Awakening: A Meditator's Guidebook,Ram Dass/Richard Alpert,4.17,en-US,448,898,52,631152420,Bantam,2,1
230,The Campfire Collection: Spine-tingling Tales to Tell in the Dark,Eric B. Martin/George R. Stewart/Peter Matthiessen/Robert W. Service/Judith M. Brueske/Anthony Boucher/Tobias Wolff/John Long/Frank Norris/Beryl Bainbridge/Greg Child/Marc Reisner/Haruki Murakami/Jack London/Edgar Allan Poe/Paul Bowles/Larry Kanuit,3.22,en-US,176,50,6,946684980,Chronicle Books,17,1
231,Monte Cook Presents The Year's Best D20 (Volume One),Monte Cook,4.2,eng,96,5,1,1105747680,Malhavoc Press,1,1
232,Forever . . .,Judy Blume,3.62,eng,178,45863,2952,1104710760,Pan Childrens,1,1
233,Estado De Miedo,Michael Crichton,3.7,spa,685,2,0,1107043560,Plaza & Janés Mexico,1,1
234,Interesting Times: A Twentieth-Century Life,Eric Hobsbawm,4.06,eng,448,374,24,1105833900,New Press,1,1
235,Blowback (Scot Harvath  #4),Brad Thor,4.18,eng,575,13546,371,1136073960,Pocket Books,1,1
236,The Best American Science Writing 2002,Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese,3.85,eng,352,67,7,1010016540,Harper Perennial,4,1
237,Me Alquilo Para Soñar (Taller de Guión  #62),Gabriel García Márquez,3.83,spa,224,141,17,1073001780,Debolsillo,1,1
238,Carrion Comfort,Dan Simmons,3.9,eng,884,15742,714,631152600,Warner Books,1,1
239,Mama Day,Gloria Naylor,4.17,eng,312,8922,559,601517040,Vintage,1,1
240,Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs,4.14,eng,848,29,1,570499860,Random House Value Publishing,4,1
241,Easy French Reader,R. de Roussy de Sales,3.85,eng,228,297,33,1042762140,McGraw-Hill Education,1,1
242,Eastern Standard Tribe,Cory Doctorow,3.48,en-US,223,3213,213,1104537840,Tor Books,1,1
243,The Georgics of Virgil,Virgil/David Ferry,3.85,eng,224,85,12,1136160300,Farrar  Straus & Giroux,2,1
244,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,eng,416,98,6,536976420,G.P. Putnam's Sons,1,1
245,Waverley,Walter Scott/Claire Lamont,3.43,eng,463,69,8,885254880,Oxford University Press,2,1
246,The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1),Anne Mazer,4.05,eng,144,460,17,1072915560,Turtleback Books,1,1
247,A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,3.61,eng,256,419,46,1136505960,Signet Classics,2,1
248,Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,3.63,eng,224,925,112,1168387440,Smart Pop,20,1
249,Killing the Imposter God: Philip Pullman's Spiritual Imagination in His Dark Materials,Donna Freitas/Jason Edward King,3.67,en-GB,224,42,12,1167610140,Jossey-Bass,2,1
250,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,4.18,eng,633,37093,1171,788919000,Simon & Schuster,1,1
251,Schmidt Delivered (Schmidt  #2),Louis Begley,3.61,en-US,320,107,12,980813400,Ballantine Books,1,1
252,Running with Scissors,Augusten Burroughs,3.72,en-GB,320,667,70,1136333460,Atlantic Books,1,1
253,1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,4.0,en-US,400,2185,137,948758700,Mariner Books,2,1
254,The Armies of the Night: History as a Novel  the Novel as History,Norman Mailer,3.66,eng,304,2500,188,788918460,Plume Books,1,1
255,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,4.16,eng,672,30,2,1042243860,Scribner,1,1
256,The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,3.84,en-US,252,1784,8,632361780,Tor Books,1,1
257,World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,Candace Ward,4.02,eng,71,469,40,853891440,Dover Publications,1,1
258,Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09,eng,375,16329,619,946771500,HarperTorch,1,1
259,Plays 5: Arcadia / The Real Thing / Night and Day / Indian Ink / Hapgood,Tom Stoppard,4.29,en-US,608,572,33,946685520,Farrar  Straus and Giroux,1,1
260,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,eng,316,3261,58,758419260,Grove Press,1,1
261,Everything Is Illuminated,Jonathan Safran Foer,3.9,eng,276,1764,191,1106438880,Harper Perennial,1,1
262,At the Edge (Psychic Triplet Trilogy  #1),Cait London,3.79,en-US,384,273,21,1170029100,Avon,1,1
263,Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,4.09,eng,608,37694,414,1104537840,Daw Books,1,1
264,Sunshine,Robin McKinley,3.85,eng,405,31047,3519,1075421460,Jove,1,1
265,Encyclopedia Brown and the Case of the Slippery Salamander (Encyclopedia Brown  #22),Donald J. Sobol/Warren Chang,4.08,en-US,96,403,6,1041984480,Yearling,2,1
266,Whirlpool,Elizabeth Lowell/Ann Maxwell,3.78,eng,448,1143,63,1138666200,Avon,2,1
267,Cumbres borrascosas,Emily Brontë,3.85,spa,384,156,28,1138406700,Edimat Libros,1,1
268,Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,eng,164,47315,1446,1168300860,St. Martin's Press,1,1
269,An Instance of the Fingerpost,Iain Pears,3.94,eng,691,214,24,884908980,Riverhead Books,1,1
270,Jane Eyre,Charlotte Brontë,4.12,ger,784,432,26,978307380,Manesse Verlag,1,1
271,The Lust Lizard of Melancholy Cove (Pine Cove  #2),Christopher Moore,3.87,en-US,304,29113,1203,1074989100,William Morrow Paperbacks,1,1
272,The Great Ape Project: Equality Beyond Humanity,Paola Cavalieri/Peter Singer,4.05,en-US,312,86,11,758592720,St. Martin's Griffin,2,1
273,Unspeakable Truths and Happy Endings: Human Cruelty and the New Trauma Therapy,Rebecca Coffey,4.25,en-US,226,12,0,1104537840,Sidran Press,1,1
274,The Concrete Blonde (Harry Bosch  #3),Michael Connelly/Dick Hill,4.16,en-US,12,132,28,1106611500,Brilliance Audio,2,1
275,Omerta,Mario Puzo,3.71,eng,369,12374,330,978307500,Ballantine Books,1,1
276,The Scarlet Pimpernel,Emmuska Orczy/Margaret Brantley,4.07,en-US,358,348,67,1072915620,Simon  Schuster,2,1
277,The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.6,eng,387,861,114,1136074200,Harry N. Abrams,1,1
278,The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton/Chris Noth/Anthony Heald,4.29,eng,0,107,3,947376360,Random House Audio,3,1
279,The Beasties,William Sleator,3.83,eng,208,846,90,915149400,Puffin Books,1,1
280,A Thread of Grace,Mary Doria Russell,4.02,eng,442,11782,1332,1104970320,Ballantine Books,1,1
281,The Age of Grief,Jane Smiley,3.81,eng,224,1389,123,1010707560,Anchor,1,1
282,A Single Man,Christopher Isherwood,4.1,eng,192,17451,1029,979948980,Univ Of Minnesota Press,1,1
283,Aphrodite's Secret (Superhero Central #3),Julie Kenner,3.7,eng,369,410,20,1041811500,Love Spell,1,1
284,Goodnight Nobody,Jennifer Weiner,3.65,en-US,400,54117,1849,1136160300,Washington Square Press,1,1
285,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,4.22,en-GB,420,809,74,1011917220,Penguin Books,1,1
286,The Sound and the Fury: An Authoritative Text  Backgrounds and Contexts  Criticism,William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison,3.86,eng,446,1020,126,727229520,W. W. Norton & Company,10,1
287,1635: The Cannon Law (Assiti Shards  #8),Eric Flint/Andrew Dennis,3.76,eng,420,1336,35,1138234140,Baen,2,1
288,Life Amongst the Modocs,Joaquin Miller/Alan Rosenus/Malcolm Margolin,4.32,eng,456,19,6,852076860,Urion Press,3,1
289,The Nature of Space and Time,Stephen Hawking/Roger Penrose,4.09,eng,152,989,40,947290200,Princeton University Press,2,1
290,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4.0,eng,344,13622,731,1011830880,L.A. Weekly Books,1,1
291,Mortals,Norman Rush,3.74,en-US,736,469,57,1073952420,Vintage,1,1
292,When Rain Clouds Gather,Bessie Head,3.84,eng,185,1063,86,820800360,Heinemann Educational Books,1,1
293,Extremely Loud and Incredibly Close,Jonathan Safran Foer,3.98,eng,326,335477,19241,1136333040,Mariner Books,1,1
294,The Stories of Eva Luna,Isabel Allende,3.97,eng,352,12839,375,979344660,Scribner,1,1
295,Devil's Embrace (Devil  #1),Catherine Coulter,3.8,eng,397,3381,116,946685100,Signet,1,1
296,Cash,Johnny Cash/Patrick   Carr,4.07,eng,310,17107,566,1041898200,HarperOne,2,1
297,Foundation (Foundation  #1),Isaac Asimov,4.16,eng,244,349846,6561,1072915560,Bantam,1,1
298,Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,eng,309,60787,1693,1137974700,William Morrow,1,1
299,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640,4731,270,1107129900,Spectra,3,1
300,Holes (Holes  #1),Louis Sachar,3.96,eng,233,887554,17547,946771740,Scholastic,1,1
301,Writing the Novel: From Plot to Print,Lawrence Block,3.95,eng,197,347,36,1012176600,Writer's Digest Books,1,1
302,The History of Middle-Earth Index (The History of Middle-Earth  #13),J.R.R. Tolkien/Christopher Tolkien,4.25,eng,484,51,3,1010189280,HarperCollins,2,1
303,The Delta Star,Joseph Wambaugh,3.66,eng,291,592,20,441763260,Bantam,1,1
304,The Life Of Dashiell Hammett,Diane Johnson,3.73,eng,344,4,0,443664060,Vintage/Ebury (A Division of Random House Group),1,2
305,Secret Identity (Lost  #2),Catherine Hapka,2.93,eng,176,195,11,1136073660,Voice,1,1
306,The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,3.95,eng,467,56333,1565,1075507260,Orbit,1,1
307,From the Corner of His Eye,Dean Koontz/Stephen Lang,4.03,en-US,0,29,3,948845520,Random House Audio Publishing Group,2,1
308,Tara Road,Maeve Binchy,3.9,eng,656,44,6,1136160180,Orion (an Imprint of The Orion Publishing Group Ltd ),1,1
309,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,eng,216,1848,66,1105747860,Dark Horse Manga,1,1
310,Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward,4.35,eng,464,155348,5325,1136592180,Signet,1,1
311,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,eng,432,6550,337,1136419740,Picador,1,1
312,Mortal Fear (Mississippi #1),Greg Iles,4.0,eng,704,566,59,883612920,Signet,1,1
313,Beneath the Wheel,Hermann Hesse/Michael E. Roloff,3.85,eng,192,8494,289,1041379620,Picador,2,1
314,Burr,Gore Vidal,4.07,eng,430,7265,526,947894520,Vintage,1,1
315,Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,3.93,en-US,277,583,82,1168560360,Harper,1,1
316,Chosen But Free,Norman L. Geisler,3.31,en-US,285,361,43,978307740,Bethany House Publishers,1,1
317,The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,eng,348,70771,1815,1137370080,Mysterious Press,1,1
318,Encuentro en el Ártico (Artemis Fowl  #2),Eoin Colfer/Ana Alcaina Pérez,3.95,spa,320,15,3,1104883620,Montena,2,1
319,The Nixie's Song (Beyond the Spiderwick Chronicles  #1),Tony DiTerlizzi/Holly Black,3.73,eng,162,9927,416,1169078940,Simon  Schuster Books for Young Readers,2,1
320,Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins/Tim LaHaye/Chris Fabry,4.32,eng,384,217,2,1104537720,Tyndale House Publishers,3,1
321,Flirting With Danger,Kate Walker,3.0,eng,188,12,4,820454760,Harlequin,1,1
322,The Life and Games of Mikhail Tal,Mikhail Tal/Iakov Damsky/Kenneth P. Neat,4.52,eng,496,442,24,852077220,Everyman Chess,3,1
323,Slim Down Camp,Stephen Manes,3.9,eng,176,9,2,504922320,Bantam Books,1,1
324,Images and Symbols: Studies in Religious Symbolism,Mircea Eliade/Philip Mairet,4.16,eng,192,354,12,664761960,Princeton University Press (NJ),2,1
325,The Book of My Life,Girolamo Cardano/Jean Stoner/Anthony Grafton,3.75,en-GB,320,72,12,1012435800,NYRB Classics,3,1
326,How to Go to College Almost for Free  Updated,Ben R. Kaplan,3.45,en-US,400,111,11,979776540,Collins Reference,1,1
327,Caravans,James A. Michener,4.05,eng,320,4753,400,1042070940,Dial Press Trade Paperback,1,1
328,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,eng,172,610,15,725847000,Hackett Publishing Company  Inc.,2,1
329,Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,3.99,eng,270,265,26,788919060,Health Communications,2,1
330,The Sicilian,Mario Puzo,3.97,eng,416,16557,502,978307500,Ballantine Books,1,1
331,Christopher and His Kind,Christopher Isherwood,4.11,eng,352,2261,88,979776540,Univ Of Minnesota Press,1,1
332,Take on Me (Secret Lives of Daytime Divas  #1),Sarah Mayberry,3.69,eng,249,499,46,1169856120,Harlequin Blaze,1,1
333,In the Royal Manner : Expert Advice on Etiquette and Entertaining from the Former Butler to Diana  Princess of Wales,Paul Burrell,3.64,eng,144,47,3,1200269520,Warner Books,1,1
334,The List,Steve Martini,3.96,eng,451,12534,141,852077520,Jove,1,1
335,Legends  Lies  Cherished Myths of World History,Richard Shenkman,3.47,eng,320,222,16,1296259860,William Morrow Paperbacks,1,1
336,Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,3.78,spa,203,91,22,536458140,Martínez Roca,3,1
337,McSweeney's #11,Dave Eggers/A.G. Pasquella/Brent Hoff/Stephen Elliott/Daphne Beal/Denis Johnson/Tom Bissell/Sean Warren/Samantha Hunt/Robert Olmstead/T. Coraghessan Boyle/David Means/Doug Dorst/Joyce Carol Oates/McSweeney's Publishing,3.94,eng,293,171,6,1041379620,McSweeney's,15,1
338,Nick & Norah's Infinite Playlist,Rachel Cohn/David Levithan,3.71,eng,183,65091,2971,1137974700,Alfred A. Knopf Books for Young Readers,2,1
339,The Complete Idiot's Guide to Business Plans,Gwen Moran,3.32,eng,314,16,4,1104797400,Alpha Books,1,1
340,Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,4.24,eng,263,5700,308,1042589340,Harry N. Abrams,1,1
341,The Right Stuff,Tom Wolfe,4.24,eng,304,213,24,1104537900,Black Dog & Leventhal,1,1
342,Birthday (Ring  #4),Kōji Suzuki/Glynne Walley,3.67,eng,216,866,37,1137024720,Vertical,2,1
343,Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,3.96,eng,160,840,23,1104538320,Scholastic Paperbacks,1,1
344,The Vital Illusion,Jean Baudrillard/Julia Witwer,3.84,eng,96,117,7,948499860,Columbia University Press,2,1
345,Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,3.99,eng,300,1956,39,1043366640,Fredonia Books (NL),1,1
346,Hailstones and Halibut Bones,Mary O'Neill/John Wallner,4.31,en-US,64,125,22,631152240,Doubleday Books for Young Readers,2,1
347,Refactoring: Improving the Design of Existing Code,Martin Fowler/Kent Beck/Don Roberts/Erich Gamma,4.24,eng,431,6086,222,915754020,Addison-Wesley Professional,4,1
348,Out on the Cutting Edge (Matthew Scudder  #7),Lawrence Block,4.07,eng,244,2383,115,947203920,Orion,1,1
349,The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,en-GB,281,4773,217,946684920,Penguin Classics,1,1
350,Wicked Sacrifice (Bound Hearts  #4-5),Lora Leigh,4.21,eng,290,2128,27,1138579860,Elloras Cave,1,1
351,The Hunted (Vampire Huntress  #3),L.A. Banks,4.14,eng,565,2732,79,1105574760,St. Martin's Paperbacks,1,1
352,Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.35,eng,120,174,16,1042330080,Pantheon,1,1
353,Temperatures Rising,Sandra Brown,3.45,eng,214,2059,80,1138407060,Bantam Books,1,1
354,African Nights,Kuki Gallmann,3.8,eng,336,313,19,948499380,William Morrow Paperbacks,1,1
355,Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,eng,507,643,61,947030940,St. Martin's Press,1,1
356,La danza de la muerte,Stephen King/Eduardo Goligorsky,4.34,spa,613,64,3,505699620,Plaza & Janes Editores Sa,2,1
357,Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,3.83,eng,830,13212,394,917223060,Penguin Classics,3,1
358,The Lighthouse at the End of the World,Jules Verne,3.64,eng,260,1752,40,979948980,Fredonia Books (NL),1,1
359,A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer,4.04,eng,440,193,3,1106784720,Harlequin Books,1,1
360,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.6,en-US,3,78,7,599616060,Addison Wesley Publishing Company,3,1
361,Crazy Hot (The Au Pairs  #4),Melissa de la Cruz,3.94,eng,271,2501,64,1168214700,Simon & Schuster,1,1
362,Through a Brazen Mirror,Delia Sherman/Cortney Skinner/Ellen Kushner,3.37,eng,100,116,12,1422144120,Circlet Press,3,1
363,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,eng,336,58917,2575,1136246820,HarperOne,2,1
364,The Trial and Death of Socrates (Euthyphro  Apology  Crito  Phaedo (death scene only)),Plato/G.M.A. Grube/John M. Cooper,4.08,eng,58,26252,344,978307560,Hackett Publishing Company,3,1
365,The Further Inquiry,Ken Kesey/Ron Bevirt,3.63,eng,215,226,3,631152600,Viking Books,2,1
366,War Trash,Ha Jin,3.79,eng,368,3007,255,1105315500,Vintage,1,1
367,Here  There and Everywhere: My Life Recording the Music of the Beatles,Geoff Emerick/Howard Massey/Elvis Costello,4.25,eng,400,4381,255,1167609780,Avery Publishing Group,3,1
368,Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers,4.4,eng,32,9205,322,980294940,Dutton Children's Books,2,1
